Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Organization Description,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Funding Status,Investor Names
Seed Round - Fooda,https://www.crunchbase.com/funding_round/fooda-seed--00fde431,Fooda,https://www.crunchbase.com/organization/fooda,Seed,,,,2020-01-31,,,,Fooda is a food technology platform that connects restaurants to people while at work.,"Consumer, Consumer Software, Enterprise Software, Food and Beverage, Restaurants","Chicago, Illinois, United States, North America",http://www.fooda.com,$1M to $10M,Seed,500 Startups
Seed Round - PortalTerreno.com,https://www.crunchbase.com/funding_round/portalterreno-com-seed--4afdfc81,PortalTerreno.com,https://www.crunchbase.com/organization/portalterreno-com,Seed,,,,2020-03-03,,,,Land marketplace in Latam,"E-Commerce, Internet, Marketplace","Santiago, Region Metropolitana, Chile, South America",https://www.portalterreno.com/,,Seed,500 Startups
Seed Round - Trybü,https://www.crunchbase.com/funding_round/trybü-seed--f9ea8698,Trybü,https://www.crunchbase.com/organization/trybü,Seed,,,,2020-03-19,,,,Social-emotional learning program for 2-to-6-year-old children. Play-based methodology. In-home delivery.,"Child Care, Children, EdTech, Education, Primary Education, Sharing Economy, STEM Education","Mexico City, Distrito Federal, Mexico, North America",https://www.trybu.mx/,,Seed,500 Startups
Seed Round - Veluga Brewery,https://www.crunchbase.com/funding_round/veluga-brewery-seed--ea814505,Veluga Brewery,https://www.crunchbase.com/organization/veluga-brewery,Seed,,,,2020-10-15,,,,"Veluga Brewery is a new channel for liquor distribution that connects stores, wholesalers, and suppliers.","Food and Beverage, Food Processing","Seoul, Seoul-t'ukpyolsi, South Korea, Asia",https://business.veluga.kr/,,Seed,500 Startups
Seed Round - Fatora.io,https://www.crunchbase.com/funding_round/fatora-io-seed--59a957bc,Fatora.io,https://www.crunchbase.com/organization/fatora-io,Seed,,,,2020-01-24,,,,"Fatora is set of online Payment tools that streamlines online payments between merchants and their customers, powered by A.I","E-Commerce, E-Commerce Platforms, FinTech, Payments","Doha, Ad Dawhah, Qatar, Asia",https://fatora.io,,Seed,500 Startups
Seed Round - Ruedata,https://www.crunchbase.com/funding_round/ruedata-seed--3d9e70b9,Ruedata,https://www.crunchbase.com/organization/ruedata,Seed,,,,2020-01-27,,,,Solución tecnológica para el ahorro en consumo de llantas y contribución con el medio ambiente.,"Logistics, Software, Transportation","Bogotá, Distrito Especial, Colombia, South America",https://www.ruedata.com/,,Seed,500 Startups
Seed Round - Ambition app,https://www.crunchbase.com/funding_round/ambition-c940-seed--af6b9353,Ambition app,https://www.crunchbase.com/organization/ambition-c940,Seed,,,,2020-10-24,,,,Ambition app is a collection of bite-sized personal development programs.,"Apps, Personal Development",,https://www.theambitionapp.com/,,Seed,500 Startups
Seed Round - Vonder,https://www.crunchbase.com/funding_round/vonder-seed--d8ec190d,Vonder,https://www.crunchbase.com/organization/vonder,Seed,,,,2020-10-13,,,,Vonder is a Micro learning and Micro engagement Platform where students can continuously engage with learning.,"E-Learning, Education","Bangkok, Krung Thep, Thailand, Asia",https://www.vonder.co.th/,,Seed,500 Startups
Seed Round - Pin-Offer,https://www.crunchbase.com/funding_round/pin-offer-seed--7830d5a5,Pin-Offer,https://www.crunchbase.com/organization/pin-offer,Seed,,,,2020-03-23,,,,Pinoffer is a analytics platform that helps stores increase sales by creating geo-retargeted ads on platforms like Facebook and Google.,"Advertising, Apps","Riyadh, Ar Riyad, Saudi Arabia, Asia",http://pin-offer.com/,,Seed,500 Startups
Seed Round - Super Seguros,https://www.crunchbase.com/funding_round/super-seguros-seed--00155fbf,Super Seguros,https://www.crunchbase.com/organization/super-seguros,Seed,,,,2020-03-23,,,,Super Seguros is an insurance company that developed radical insurance products.,"Insurance, Life Insurance, Property Insurance","Mexico City, Distrito Federal, Mexico, North America",http://super.mx,,,500 Startups
Seed Round - Vibely,https://www.crunchbase.com/funding_round/vibely-seed--974430bc,Vibely,https://www.crunchbase.com/organization/vibely,Seed,,,,2020-11-16,,,,Vibely powers next-gen communities led by creators,"Communities, Content Creators, Internet","Menlo Park, California, United States, North America",http://www.vibely.io,Less than $1M,Seed,500 Startups
Seed Round - UYU,https://www.crunchbase.com/funding_round/uyu-seed--0bb782b9,UYU,https://www.crunchbase.com/organization/uyu,Seed,,,,2020-03-06,,,,UYU identifies and cultivates emerging talent in the esports movement.,"eSports, Gaming","Seattle, Washington, United States, North America",https://uyu.gg/,,Seed,500 Startups
Seed Round - Get on Board,https://www.crunchbase.com/funding_round/get-on-board-seed--866a7065,Get on Board,https://www.crunchbase.com/organization/get-on-board,Seed,,,,2020-01-27,,,,"Get on Board is a job platform for digital professionals that powers teams with recruiting tools and access to tech talents, in one place.","Human Resources, Recruiting","Santiago, Region Metropolitana, Chile, South America",https://www.getonbrd.com/,,Seed,500 Startups
Seed Round - Drover AI,https://www.crunchbase.com/funding_round/drover-ai-seed--48a8884c,Drover AI,https://www.crunchbase.com/organization/drover-ai,Seed,,,,2020-11-15,,,,AI-powered IoT module for micromobility fleets,"Artificial Intelligence, Internet of Things, Last Mile Transportation, Machine Learning",,https://www.drover.ai,,Seed,500 Startups
Series B - Ethic,https://www.crunchbase.com/funding_round/ethic-2-series-b--5f498aee,Ethic,https://www.crunchbase.com/organization/ethic-2,Series B,,,,2020-12-16,,,,Ethic operates as a tech-driven asset manager that powers the creation of investment portfolios.,"Database, Financial Services, FinTech, Sustainability","New York, New York, United States, North America",https://ethic.investments/,$1M to $10M,Early Stage Venture,500 Startups
Seed Round - Avatar,https://www.crunchbase.com/funding_round/avatar-05f2-seed--3ecba9db,Avatar,https://www.crunchbase.com/organization/avatar-05f2,Seed,,,,2020-02-20,,,,A Direct to Consumer Online Marketing and Investments Holding Company in Indonesia,"Digital Marketing, Direct Marketing, Internet, Marketing, Venture Capital","Kebayoran Baru, Jakarta Raya, Indonesia, Asia",http://www.avatarco.id,,Seed,500 Startups
Seed Round - EMTECH,https://www.crunchbase.com/funding_round/emtech-9fe5-seed--644aeb65,EMTECH,https://www.crunchbase.com/organization/emtech-9fe5,Seed,,,,2020-10-23,,,,EMTECH is a fintech company that modernizes central banks for financial inclusion and resilience.,"Banking, Big Data, Finance, FinTech, Payments","New York, New York, United States, North America",https://futuremtech.com/,,Seed,500 Startups
Seed Round - Garaji,https://www.crunchbase.com/funding_round/garaji-seed--d73c68e8,Garaji,https://www.crunchbase.com/organization/garaji,Seed,,,,2020-02-21,,,,Garaji is an online auto marketplace that connects car owners with workshops for routine maintenance and repairs.,Marketplace,"Dubai, Dubai, United Arab Emirates, Asia",https://www.garaji.com/,,Seed,500 Startups
Seed Round - Headout,https://www.crunchbase.com/funding_round/tourlandish-seed--a528a198,Headout,https://www.crunchbase.com/organization/tourlandish,Seed,,,,2020-10-17,,,,Headout is an on-demand mobile concierge helping travelers book the best local experiences for the next 24 hours at discounted prices.,"Marketplace, Mobile, Travel","New York, New York, United States, North America",https://www.headout.com,$1M to $10M,Seed,500 Startups
Seed Round - DIVE Studios,https://www.crunchbase.com/funding_round/dive-studios-seed--3db0ef8b,DIVE Studios,https://www.crunchbase.com/organization/dive-studios,Seed,,,,2020-11-20,,,,DIVE Studios is a digital media company.,"Advertising, Digital Media, Podcast","Los Angeles, California, United States, North America",https://divestudios.io,,Seed,500 Startups
Seed Round - Clinikk,https://www.crunchbase.com/funding_round/clinikk-seed--310c14a5,Clinikk,https://www.crunchbase.com/organization/clinikk,Seed,,,,2020-11-18,,,,"Clinikk is a Healthcare for millions across India, now simplified.","Health Care, Hospital","Bengaluru, Karnataka, India, Asia",,,Seed,500 Startups
Seed Round - Greenhouse.co,https://www.crunchbase.com/funding_round/greenhouse-cowork-seed--deee6762,Greenhouse.co,https://www.crunchbase.com/organization/greenhouse-cowork,Seed,,,,2020-11-12,,,,Greenhouse is simplifying the process of business incorporation and market mobility in fast-growth markets.,"Communities, Consulting, Coworking, Professional Services","Singapore, Central Region, Singapore, Asia",https://greenhouse.co/,Less than $1M,Seed,500 Startups
Seed Round - Dawaai,https://www.crunchbase.com/funding_round/dawaai-seed--5458deeb,Dawaai,https://www.crunchbase.com/organization/dawaai,Seed,,,,2020-12-08,,,,Dawaai operates as a digital health platform with an online network of pharmacies and generic medicine.,"E-Commerce, Health Care, Internet, mHealth, Pharmaceutical","Karachi, Sindh, Pakistan, Asia",https://dawaai.pk,Less than $1M,Seed,500 Startups
Seed Round - Graviti,https://www.crunchbase.com/funding_round/graviti-99ad-seed--28143ece,Graviti,https://www.crunchbase.com/organization/graviti-99ad,Seed,,,,2020-01-31,,,,"Graviti is a buy now, pay later platform for home appliances, focused on the unbanked population in LATAM.","Financial Services, FinTech","Mexico City, Distrito Federal, Mexico, North America",https://www.graviti.mx/,,Seed,500 Startups
Seed Round - Gili,https://www.crunchbase.com/funding_round/gili-seed--f262d25e,Gili,https://www.crunchbase.com/organization/gili,Seed,,,,2020-03-12,,,,Gili is a web-based platform that offers footwear apparells online.,"Fashion, Online Auctions, Online Portals","Hanoi, NA - Vietnam, Vietnam, Asia",https://gili-vn.com/,,Seed,500 Startups
Series A - FightCamp,https://www.crunchbase.com/funding_round/hykso-2-series-a--da84f974,FightCamp,https://www.crunchbase.com/organization/hykso-2,Series A,,,,2020-07-31,,,,On-demand boxing and HIIT workouts with motion trackers on your wrists that track every punch thrown and every rep completed.,"Content, Fitness, Hardware, Subscription Service","Costa Mesa, California, United States, North America",https://joinfightcamp.com/,Less than $1M,Early Stage Venture,500 Startups
Series A - HappyCo (Happy Inspector),https://www.crunchbase.com/funding_round/happy-inspector-series-a--459cbe11,HappyCo (Happy Inspector),https://www.crunchbase.com/organization/happy-inspector,Series A,,,,2020-09-12,,,,HappyCo is taking traditional paper based processes out of the dark ages.,"Apps, Mobile, Property Management, Real Estate, SaaS, Software","San Francisco, California, United States, North America",https://happy.co/,Less than $1M,Early Stage Venture,500 Startups
Seed Round - Jasper,https://www.crunchbase.com/funding_round/jasper-d888-seed--ae12a3f6,Jasper,https://www.crunchbase.com/organization/jasper-d888,Seed,,,,2020-11-16,,,,Jasper offers an online platform that allows its users to Simplify their job with online booking.,"Internet, Online Portals, Software","Brooklyn, New York, United States, North America",https://jasperhelps.com/,,Seed,500 Startups
Seed Round - Getgrow.io,https://www.crunchbase.com/funding_round/getgrow-io-seed--327830e4,Getgrow.io,https://www.crunchbase.com/organization/getgrow-io,Seed,,,,2020-09-03,,,,"Getgrow.io specializes in the fields of internet, web portals, and information technology.","Information Technology, Internet, Software","New York, New York, United States, North America",https://getgrow.io,,Seed,500 Startups
Seed Round - BuiltFirst,https://www.crunchbase.com/funding_round/builtfirst-seed--64198975,BuiltFirst,https://www.crunchbase.com/organization/builtfirst,Seed,,,,2020-12-31,,,,"SaaS, Services, Perks, Procurement","B2B, E-Commerce, Software","San Francisco, California, United States, North America",https://builtfirst.com,,Seed,500 Startups
Seed Round - Jala Tech,https://www.crunchbase.com/funding_round/jala-seed--c3044a1d,Jala Tech,https://www.crunchbase.com/organization/jala,Seed,,,,2020-12-10,,,,Jala helps shrimp farmer manage their water quality to boost the yield and create the sustainable business.,"AgTech, Aquaculture, Farming, Hardware, Internet of Things","Yogyakarta, Yogyakarta, Indonesia, Asia",https://jala.tech/en,Less than $1M,Seed,500 Startups
Seed Round - Apothecary,https://www.crunchbase.com/funding_round/apothecary-seed--e45bc4f9,Apothecary,https://www.crunchbase.com/organization/apothecary,Seed,,,,2020-10-08,,,,Apothecary is a skincare consultation service that streamlines product discovery journey.,"Beauty, Consulting, Personal Health","San Francisco, California, United States, North America",https://www.apothecary.ai/,,Seed,500 Startups
Seed Round - BillionToOne,https://www.crunchbase.com/funding_round/billiontoone-seed--2fda361c,BillionToOne,https://www.crunchbase.com/organization/billiontoone,Seed,,,,2020-02-06,,,,"BillionToOne is a precision diagnostics company that makes molecular diagnostics accurate, efficient, and accessible for all.","Biotechnology, Genetics, Health Care, Health Diagnostics, Medical","Menlo Park, California, United States, North America",https://www.billiontoone.com,Less than $1M,Early Stage Venture,500 Startups
Series C - Daydaycook,https://www.crunchbase.com/funding_round/daydaycook-series-c--bcc5e65f,Daydaycook,https://www.crunchbase.com/organization/daydaycook,Series C,,,,2020-12-29,,,,DayDayCook is a digital publisher and merchandiser for asian cooking based in Hong Kong.,"Cooking, Food and Beverage, Publishing","Sheung Wan, Hong Kong Island, Hong Kong, Asia",http://www.daydaycook.com,$1M to $10M,Late Stage Venture,500 Startups
Seed Round - Gameball,https://www.crunchbase.com/funding_round/gameball-seed--fc518b3d,Gameball,https://www.crunchbase.com/organization/gameball,Seed,,,,2020-03-26,,,,"Gameball helps online businesses win back their customers, through instant gamification and rewards management.",Software,"Gîza, Al Jizah, Egypt, Africa",https://www.gameball.co/,,Seed,500 Startups
Seed Round - Fy,https://www.crunchbase.com/funding_round/fy-seed--e603a1cf,Fy,https://www.crunchbase.com/organization/fy,Seed,,,,2020-03-26,,,,"Fy is a home, living, and lifestyle retail marketplace designed for millennial consumers.","E-Commerce, Lifestyle, Marketplace, Shopping","London, England, United Kingdom, Europe",http://www.iamfy.co/,$10M to $50M,,500 Startups
Seed Round - Awfar Market,https://www.crunchbase.com/funding_round/awfar-market-fb9c-seed--750df0e3,Awfar Market,https://www.crunchbase.com/organization/awfar-market-fb9c,Seed,,,,2020-02-27,,,,Awfar Market is an on-demand grocery delivery platform.,"E-Commerce, Food and Beverage, Grocery","Cairo, Al Qahirah, Egypt, Africa",http://www.awfarmarket.com/,,Seed,500 Startups
